BuyerRef	DeliveryDate	PaymentDuration	TotalPrice
652	2004-12-20	101	106307.06
652	2005-05-07	82	105632.15
652	2004-06-04	67	544775.4
652	2005-04-06	61	31344.62
652	2003-07-21	60	20687.66
652	2004-06-15	52	217139.19
652	2005-05-20	48	56756.52
652	2005-04-10	44	147143.15
652	2005-01-20	41	8017.27
652	2004-02-16	38	28110.58
652	2003-04-06	36	147525
652	2005-07-20	29	136809.36
652	2003-06-29	16	211562.68
652	2004-12-07	16	53692.74
652	2005-07-22	13	271409.21
652	2003-10-26	11	90045.66
652	2003-06-14	9	188555
653	2004-04-29	122	178525.18
653	2003-02-20	79	151687.61
653	2004-06-30	66	37356.55
653	2003-08-15	65	211698.46
653	2003-04-03	63	2868.8
653	2005-04-09	55	44572.31
653	2005-06-13	52	25037.92
653	2004-09-27	50	79420
653	2005-01-27	43	102323.78
653	2003-04-02	40	79033.98
653	2003-10-01	30	144358.37
653	2004-01-13	21	166496.47
653	2004-09-13	18	25307.89
653	2003-12-19	13	29365.27
653	2003-06-30	12	11720.71
653	2003-11-14	10	303101.49
653	2005-04-02	9	525535
653	2004-12-06	1	406922.38
654	2003-08-05	105	38153.48
654	2004-08-19	83	10526.76
654	2004-01-10	82	49970.91
654	2003-06-11	81	68423.04
654	2005-04-20	79	244667.46
654	2003-06-09	69	161257.01
654	2003-12-01	60	206175.95
654	2005-02-20	57	341710.47
654	2005-07-24	58	105095.4
654	2005-04-02	54	230912.77
654	2005-05-31	54	394885.26
654	2003-08-11	32	245382.36
654	2005-05-12	30	333645.74
654	2005-01-19	23	166177.95
654	2004-11-20	22	42074.53
654	2005-06-09	21	5055.72
654	2005-04-13	14	86245.64
654	2004-12-25	10	108750.55
654	2005-05-30	8	90201.59
654	2004-03-25	3	23841.95
654	2004-12-04	2	19774.91
655	2003-04-06	78	187203.82
655	2005-01-13	67	68449.23
655	2005-03-19	67	5447.6
655	2003-07-28	61	6941.35
655	2003-11-08	60	253303.41
655	2004-04-24	59	69403.68
655	2004-04-13	55	53344.13
655	2003-11-15	51	14990.03
655	2005-02-09	49	82116.18
655	2005-02-26	46	14143.42
655	2004-08-28	27	83717
655	2004-03-04	21	263249.43
655	2004-10-12	18	300744.27
655	2004-07-01	13	39358.98
655	2004-11-25	2	43359.32
655	2004-07-21	1	326321.19
656	2004-06-21	118	312859.54
656	2005-03-25	95	237352.97
656	2005-03-15	64	442660.18
656	2005-07-10	63	31932.07
656	2004-03-12	62	325261.75
656	2004-07-26	62	110061.48
656	2004-12-07	61	62448.66
656	2004-01-18	59	109859.36
656	2004-04-23	58	44943.84
656	2005-01-16	58	259718.67
656	2004-06-13	57	55606.01
656	2003-07-24	56	28677.2
656	2003-07-05	56	73664.17
656	2004-09-07	55	31060.5
656	2003-06-03	49	265285.46
656	2003-11-08	48	67031.66
656	2003-03-03	39	72426.28
656	2003-11-08	17	40903.87
656	2003-06-27	11	187562.43
656	2003-12-21	8	244486.41
656	2004-11-24	2	8467.95
657	2004-09-22	76	85628.77
657	2003-08-22	67	452038.63
657	2005-08-01	65	30281.38
657	2004-07-20	60	228989.09
657	2003-06-29	51	17774.2
657	2005-06-28	45	97777.66
657	2003-02-16	41	18781.03
657	2005-06-16	38	61374.35
657	2003-07-04	37	128569.42
657	2003-11-27	29	64552.3
657	2003-04-02	28	37994.69
657	2004-05-03	23	1477923.49
657	2004-10-15	16	4142.7
657	2004-03-22	8	55390.08
657	2004-06-10	7	261212.43
657	2004-02-26	7	65810.16
658	2005-01-21	124	229969.19
658	2003-07-03	123	49989.02
658	2005-01-10	104	127871.58
658	2004-03-12	84	38211.43
658	2005-07-05	70	61741.8
658	2005-02-23	65	45177.59
658	2004-12-15	65	85254.21
658	2004-12-25	65	130288.09
658	2004-02-20	65	23996.58
658	2003-09-05	61	62411.88
658	2004-01-13	56	34863.76
658	2004-05-29	46	74323.65
658	2005-05-14	42	219545.49
658	2005-04-30	36	96316.03
658	2003-01-09	12	64703.04
658	2004-01-27	12	7745.84
658	2003-09-28	9	134938.67
658	2005-03-28	7	60866.16
658	2005-06-02	4	84850.48
658	2003-06-28	3	372693.6
658	2004-05-02	3	293999.81
658	2005-05-24	1	28380.3
659	2003-03-17	107	21736.01
659	2004-01-31	90	411515.37
659	2004-03-29	59	93994.74
659	2004-05-31	59	49367.07
659	2003-04-09	56	1945.68
659	2003-04-14	49	39996.34
659	2005-04-16	49	24466.36
659	2004-10-31	39	127201.46
659	2004-12-15	39	96599.98
659	2005-03-24	38	22137.39
659	2004-03-07	26	61210.71
659	2004-09-28	26	202072.97
659	2004-02-04	10	13715.32
659	2003-03-09	8	783.97
659	2004-09-17	6	5820.9
659	2003-09-27	4	205451.08
659	2004-11-14	2	26834.96
660	2004-07-15	126	180791.57
660	2004-11-09	90	31164.44
660	2005-07-21	82	81451.61
660	2003-11-01	77	123447.52
660	2004-04-08	66	90999.16
660	2003-06-09	62	174784.87
660	2004-12-01	62	9686.74
660	2003-04-11	60	187367.04
660	2003-10-04	53	15122.38
660	2003-03-31	43	41897.26
660	2003-12-22	43	19969.31
660	2003-04-26	26	20972.97
660	2003-06-26	9	5451.28
660	2003-10-23	2	253993.55
661	2005-07-01	72	52830.59
661	2004-01-13	62	12280.44
661	2005-04-17	59	89469.76
661	2004-06-07	57	11310.63
661	2004-03-07	49	231647.87
661	2004-08-28	49	30128.49
661	2003-06-13	43	320139.47
661	2005-03-18	21	11925.14
661	2004-05-01	20	153791.47
661	2005-01-20	13	27696.98
661	2004-07-14	9	76202.24
661	2004-11-05	8	567554.65
662	2004-04-19	97	34027.37
662	2005-07-19	77	307195.32
662	2004-08-10	69	116846.58
662	2003-07-22	59	50138.01
662	2005-03-15	58	13056.11
662	2003-12-03	48	158144.51
662	2005-04-12	42	74075.71
662	2004-01-09	22	71254.38
662	2003-09-02	21	46528.54
662	2004-08-22	11	37495.31
662	2003-03-20	10	378970.49
663	2004-08-25	73	135311.42
663	2004-07-17	64	81250.55
663	2003-02-27	63	3597.06
663	2004-12-30	59	101048.76
663	2003-10-11	58	34224.1
663	2004-11-29	57	62698.46
663	2003-12-26	49	223358.29
663	2003-05-04	46	41291.32
663	2004-08-14	44	40942.15
663	2005-07-22	42	80312.54
663	2004-03-22	39	172842.96
663	2005-05-11	39	160718.28
663	2003-04-08	38	9068.76
663	2003-10-23	38	154255.79
663	2003-08-07	35	5365.2
663	2004-08-16	29	74873.83
663	2004-01-31	16	83643.4
663	2004-12-26	7	199193.38
663	2003-07-09	4	266704.41
664	2003-09-02	123	126712.53
664	2003-04-14	104	87790.59
664	2003-12-11	57	99790.84
664	2003-11-01	39	289863.51
664	2004-08-26	37	327767.42
664	2005-02-12	36	352900.7
664	2004-07-29	31	109054.25
664	2004-11-08	24	566117.86
664	2004-04-01	11	152066.25
664	2004-09-13	10	55958.22
665	2003-10-17	98	283428.53
665	2004-10-11	78	337927.86
665	2003-06-02	76	168268.28
665	2003-06-01	60	80253.7
665	2003-08-11	54	220151.76
665	2004-11-08	37	174581.64
665	2004-12-07	23	47201.84
665	2004-11-23	21	232105.39
665	2003-02-14	20	102327.73
665	2004-09-25	20	36401.88
665	2004-05-08	15	25386.24
665	2003-08-22	11	895429.17
665	2005-03-18	4	113928.43
666	2004-03-25	65	26154.22
666	2003-06-26	58	435969.86
666	2004-05-23	57	184839.6
666	2003-08-28	48	46267.79
666	2004-07-22	48	125782.38
666	2004-01-03	46	155433.5
666	2003-11-18	41	10013.99
666	2005-05-05	31	99329.83
666	2003-02-28	28	30063.55
666	2004-03-19	27	143356.61
666	2004-11-01	24	50888.92
666	2005-05-06	24	48788.26
666	2005-07-24	22	203619.32
666	2004-10-28	21	55471.23
666	2004-02-05	19	97960.1
666	2005-04-28	16	20927.25
666	2004-06-08	9	121613.86
666	2004-05-27	8	95916.38
666	2005-02-25	6	39358.3
666	2004-12-13	5	217075.49
666	2004-02-01	5	144906.23
667	2003-11-27	86	167366.17
667	2005-06-07	69	50023.94
667	2003-08-22	64	6734.71
667	2005-02-03	58	73743.77
667	2004-11-30	56	3799.91
667	2004-12-22	50	89771.53
667	2004-10-17	41	325358.56
667	2003-03-13	40	63794
667	2003-09-07	33	57373.52
667	2004-11-29	31	247688.88
667	2004-12-11	16	66390.86
667	2003-06-18	15	19821.72
667	2003-06-05	14	50746.6
667	2004-07-12	11	283350.69
667	2003-09-08	6	69425.31
668	2004-05-23	84	25621
668	2003-06-11	79	107237.2
668	2004-06-25	75	24408.06
668	2003-12-04	65	54659.42
668	2004-04-14	65	54263.27
668	2004-03-12	64	57824.88
668	2003-09-19	62	90377.08
668	2003-12-06	59	45120.19
668	2003-09-18	54	214847.27
668	2003-11-17	48	78887.67
668	2003-06-14	46	54935.74
668	2003-10-24	43	194552.15
668	2004-10-25	39	33854.51
668	2004-04-08	21	141982.05
668	2005-06-22	16	19013.07
668	2004-01-12	14	65787.47
668	2003-02-23	4	65070.32
668	2004-02-14	4	76967.2
669	2003-11-05	129	52215.58
669	2004-04-06	95	99378.22
669	2003-07-11	85	147048.76
669	2005-01-04	81	24938.94
669	2004-11-03	71	19286.54
669	2005-07-13	69	160121.85
669	2005-03-30	66	71184.96
669	2004-05-21	65	19780.55
669	2003-01-15	64	173626.21
669	2003-03-29	61	886267.2
669	2003-04-23	47	103414.03
669	2003-10-15	23	168401.54
669	2005-07-07	22	189176.96
669	2005-03-27	17	363580.47
669	2004-08-20	10	28733.46
669	2003-03-04	9	89161.48
669	2005-03-07	2	63243.67
670	2003-09-03	90	245016.9
670	2005-06-04	65	52179.7
670	2004-05-19	56	12843.47
670	2003-02-01	54	16883.64
670	2005-06-22	51	31812.76
670	2004-04-01	44	164686.2
670	2003-10-15	37	203374.5
670	2004-08-17	21	58066.59
670	2003-12-14	13	17079.84
670	2004-03-06	10	113406.38
670	2005-01-12	7	302044.23
670	2003-08-19	6	322385.85
670	2005-05-28	3	99864.06
671	2003-12-27	71	15506.71
671	2005-06-04	67	246967.2
671	2004-07-19	55	23224.5
671	2003-11-09	40	180498.54
671	2005-07-21	39	133255.43
671	2005-06-21	38	59415.88
671	2004-03-17	19	45193.76
671	2004-10-27	9	249237.11
671	2004-10-28	3	95812.48
672	2005-06-02	62	557664.67
672	2003-12-29	58	55797.26
672	2004-04-30	58	185931.24
672	2005-03-06	55	45226.9
672	2005-07-24	50	139844.28
672	2004-04-11	49	37588.72
672	2003-04-05	43	41915.62
672	2004-03-20	43	17182.68
672	2004-03-25	28	566519.77
672	2004-10-22	28	160784.68
672	2004-05-20	26	128133.07
672	2004-08-30	17	240075.27
672	2003-08-07	15	110304.75
672	2003-01-30	12	278817.33
672	2003-11-06	11	406421.79
672	2003-05-29	5	59141.07
673	2004-09-14	49	17813.38
673	2005-03-31	47	110015.46
673	2004-11-01	39	232393.97
673	2004-11-28	36	11529.16
673	2005-01-29	36	87718.38
673	2005-06-29	36	71459.71
673	2004-10-31	26	92646.03
673	2005-05-12	17	154529.45
673	2004-07-03	15	90891.34
673	2004-06-27	12	61736
673	2003-10-14	7	36988.42
674	2005-01-04	74	160725.83
674	2004-12-06	66	159582.51
674	2005-02-10	60	93364.53
674	2003-12-17	60	260371.05
674	2004-03-15	57	280442.9
674	2004-11-24	54	188404.92
674	2005-04-24	53	125245.11
674	2003-03-09	44	116450.32
674	2004-08-20	35	60641.59
674	2005-05-28	18	90504.89
674	2003-03-29	12	110213.41
674	2003-04-14	10	35577.35
674	2004-01-31	3	21962.71
675	2003-07-21	115	98521.62
675	2003-08-05	95	467330.55
675	2003-11-24	80	60976.14
675	2004-01-20	66	210959.38
675	2004-10-03	66	214465.35
675	2003-12-20	65	25574.44
675	2005-06-17	60	212127.77
675	2005-06-12	56	18853.3
675	2004-07-20	53	87110.92
675	2004-04-07	51	56361.54
675	2003-06-18	48	24328.93
675	2004-07-01	33	52689.07
675	2003-09-18	29	17658.96
675	2004-09-12	23	64513.72
675	2005-05-29	17	1186428.31
676	2004-01-04	106	57601.24
676	2003-09-01	81	278085.86
676	2004-02-02	68	220943.06
676	2004-12-21	66	19093.69
676	2005-05-24	64	20993.88
676	2004-02-26	62	270210.14
676	2004-03-26	61	144056.29
676	2004-03-14	58	139498.73
676	2003-10-21	50	113956.74
676	2004-10-22	47	55571.69
676	2004-05-28	26	57254.3
676	2004-01-26	19	51513.29
676	2004-10-21	18	32090.06
676	2003-04-14	10	150658.59
676	2003-11-10	9	275391.56
676	2003-09-15	5	242611.86
677	2005-04-26	82	73398.17
677	2003-12-26	68	22937.7
677	2004-07-31	65	107437.97
677	2005-06-09	62	166940.58
677	2003-10-20	61	58984.38
677	2005-02-24	60	23032.7
677	2004-07-21	60	31358.21
677	2005-04-30	49	76943.93
677	2004-05-25	44	53895.7
677	2005-02-26	41	7889.63
677	2005-02-20	39	58520.5
677	2005-03-06	38	182978.74
677	2003-12-20	29	282711.51
677	2004-12-05	23	153249.87
677	2004-04-28	12	33492.69
677	2003-10-15	7	91867.91
677	2004-08-17	6	138569.88
678	2004-10-18	108	9803.1
678	2004-10-15	88	236409.31
678	2004-03-03	82	44973.79
678	2005-07-09	77	111066.41
678	2005-02-25	70	96703.2
678	2005-06-21	70	114194.67
678	2003-12-10	64	272157.04
678	2003-08-13	63	568.64
678	2004-11-20	56	13117.65
678	2003-10-04	55	56542.83
678	2005-03-17	52	60124.39
678	2005-06-13	40	248741.61
678	2003-02-25	26	11754.41
678	2003-02-17	17	204688.85
678	2004-05-01	16	72054.5
678	2004-12-23	13	156223.38
679	2003-06-18	74	159144.53
679	2004-08-11	69	347200.54
679	2004-04-08	68	9664
679	2004-06-18	66	15521.8
679	2003-04-04	63	39924.75
679	2005-05-12	57	258892.94
679	2005-03-12	52	2229.32
679	2004-08-23	51	17359.92
679	2003-08-15	45	190063.21
679	2004-02-06	39	71932.27
679	2005-02-21	37	286512.74
679	2003-05-31	29	39353.13
679	2003-02-28	26	139763.67
679	2004-05-21	15	71916.87
679	2003-07-20	10	298417.72
679	2003-12-03	10	17819.64
679	2004-10-06	6	124374.13
679	2003-03-10	1	3619.14
680	2004-04-14	66	32207.28
680	2004-01-31	66	3204.54
680	2003-04-18	59	18341.61
680	2004-09-05	59	259546.96
680	2004-10-27	59	133850.35
680	2003-11-26	52	111968.42
680	2005-07-24	50	11192.26
680	2004-02-07	38	129864.53
680	2005-04-24	26	19.18
680	2005-02-13	20	46770.97
680	2003-12-30	10	2324.38
680	2003-03-25	6	158672.62
680	2005-07-21	4	135862.32
681	2004-08-26	96	247605.92
681	2003-10-29	55	143447.05
681	2004-02-24	53	126148.44
681	2005-01-29	51	303571.77
681	2005-08-01	43	38673.96
681	2003-11-04	42	257263.19
681	2005-02-16	17	51853.31
681	2003-05-22	15	126827.81
681	2003-07-13	14	42943.32
681	2003-03-19	9	32426.52
681	2003-10-31	9	42288.2
682	2003-12-09	106	28832.63
682	2004-01-16	86	70264.21
682	2003-09-14	57	26379.22
682	2004-07-04	56	232873.42
682	2004-03-07	44	81088.43
682	2004-12-23	37	43350.37
682	2004-05-20	19	38705.65
682	2004-05-12	11	57877.2
682	2003-04-12	9	159063.95
682	2003-11-12	9	126702.44
683	2005-01-09	124	7161.2
683	2003-11-16	107	156960.31
683	2003-04-09	106	105640.58
683	2003-09-07	83	30622.3
683	2004-10-21	67	55399.66
683	2005-06-14	64	116086.45
683	2003-12-26	55	184756.01
683	2005-01-03	42	93251.94
683	2005-06-29	38	127825.15
683	2004-07-06	28	408455.95
683	2005-02-08	26	23542.46
683	2005-07-05	27	438540.76
683	2005-02-16	24	46335.99
683	2004-05-15	23	143409.78
683	2004-09-24	20	269253.06
683	2003-08-05	14	82929.32
683	2003-10-27	14	3755.07
683	2004-02-26	13	60314.31
683	2004-09-24	8	109675.52
683	2004-04-17	7	8717.14
683	2004-06-19	6	461818.94
683	2003-08-05	5	14392.82
683	2004-09-30	4	64663.56
683	2005-04-02	4	147921.24
684	2004-10-01	120	44334.81
684	2003-04-12	81	55222.25
684	2005-07-15	72	353867.88
684	2004-06-18	62	43389.83
684	2003-07-03	52	21253.2
684	2005-01-11	50	12655.76
684	2005-04-07	50	128583.34
684	2004-05-09	40	1369742.88
684	2003-06-28	29	92134.82
684	2003-04-08	27	34334.19
684	2004-02-21	5	579830.09
685	2005-07-01	68	198774.04
685	2004-05-27	64	61271.19
685	2004-06-20	59	240168.31
685	2005-07-04	58	12734.16
685	2003-06-03	52	320075.14
685	2003-09-25	52	432.51
685	2003-06-08	46	13186.88
685	2004-02-03	39	37900.76
685	2004-12-25	38	23869.35
685	2003-07-30	27	259259.83
685	2003-06-12	11	63910.56
685	2005-02-14	8	2926.22
685	2003-02-23	7	224772.41
686	2005-05-08	122	284530.29
686	2003-06-14	119	164305.94
686	2003-09-07	85	637462.83
686	2005-07-16	78	99983.33
686	2004-10-02	77	175720.3
686	2003-09-19	71	51905.75
686	2003-09-02	66	34156.29
686	2005-05-18	51	37181.22
686	2004-04-13	49	272993.78
686	2004-03-19	45	118560.52
686	2004-10-14	45	251791.5
686	2005-08-01	38	47993.29
686	2005-01-05	37	347040.69
686	2004-04-30	21	88573.59
686	2005-01-13	21	92634.02
686	2003-06-16	12	56501.95
686	2005-01-04	10	13609.52
687	2005-05-21	125	5599.77
687	2003-09-12	124	416080.2
687	2003-02-25	107	437029.82
687	2004-01-18	101	18340.71
687	2004-09-17	77	134627.71
687	2004-10-13	75	30111.86
687	2004-02-07	71	17495.87
687	2003-12-25	69	101916.15
687	2004-11-09	65	15726.48
687	2005-05-24	65	75721.02
687	2004-10-19	49	91715.86
687	2005-02-21	47	62764.86
687	2004-02-05	48	109633.94
687	2004-02-14	46	92506.56
687	2004-02-01	27	105430.32
687	2004-04-12	10	39513.3
688	2003-11-09	117	27294.59
688	2003-12-28	90	48878.39
688	2005-02-25	73	322424.04
688	2003-01-16	59	102809.27
688	2005-04-25	51	312719.89
688	2003-07-13	48	127778.51
688	2004-01-07	45	118615.59
688	2004-06-17	30	35552.03
688	2003-11-21	23	146318.36
688	2004-08-19	21	235820.04
688	2004-08-24	14	133684.96
688	2004-07-13	9	134399.88
688	2005-03-17	8	66026.51
688	2004-10-13	4	61338.18
689	2005-04-12	91	214727.83
689	2003-12-04	72	73875.42
689	2003-04-26	68	520139.18
689	2004-01-31	68	62056.12
689	2003-11-13	65	285550.17
689	2005-01-24	43	19881.15
689	2004-05-15	40	123308.59
689	2003-03-09	38	92675.36
689	2003-10-13	30	585978.7
689	2005-07-21	12	64394.28
689	2003-03-30	10	733.6
690	2004-07-26	103	67900.19
690	2004-11-12	98	20116.94
690	2004-12-08	65	21108.55
690	2003-07-26	62	298559.37
690	2004-01-12	55	2097.6
690	2005-03-16	53	11339.17
690	2004-02-21	42	96279.68
690	2003-06-23	39	175952.61
690	2004-09-28	23	55376.26
690	2003-06-21	21	95040.44
690	2004-02-06	18	28265.88
690	2005-07-10	13	32897.82
690	2005-07-17	12	19499.94
690	2003-12-01	10	376509.95
690	2005-02-11	8	71503.67
691	2003-04-13	89	282305.22
691	2004-10-31	60	117510.78
691	2004-03-17	51	374005.79
691	2005-05-17	47	170475.73
691	2003-07-26	36	76608.33
691	2005-04-11	27	50222.11
691	2004-12-17	14	20353.92
691	2005-07-08	9	6352.28
691	2003-03-13	2	580921.19
692	2003-04-08	110	313095.13
692	2004-08-11	102	36936.09
692	2005-07-01	71	16615.64
692	2003-04-17	65	77798.16
692	2003-09-26	62	60936.95
692	2003-11-06	58	203140.89
692	2003-05-22	57	20195.56
692	2004-03-14	45	10122.39
692	2005-06-03	44	126655.94
692	2004-01-10	43	12129.14
692	2004-01-10	43	169931.04
692	2003-05-29	39	72639.57
692	2003-12-28	29	235000.8
692	2005-02-19	27	39698.68
692	2005-06-02	28	6533.97
692	2003-06-17	26	4313.36
692	2005-05-01	17	117544.02
692	2005-06-06	14	233887.66
692	2003-10-27	9	17839.08
692	2004-08-18	1	20316.83
693	2004-02-26	128	11530.54
693	2004-12-31	106	71660.95
693	2005-05-29	77	110285.81
693	2004-06-27	68	26739.87
693	2005-05-25	60	25061.4
693	2004-08-06	51	436459.63
693	2005-06-27	49	114907.79
693	2004-11-19	47	217573.2
693	2004-12-11	47	679400.65
693	2003-05-24	41	146196.23
693	2004-12-24	41	122506.42
693	2005-01-06	40	88080.67
693	2003-12-07	26	827977.51
693	2003-12-21	24	73130.05
693	2003-11-15	10	24046.04
693	2004-05-06	10	279228.86
693	2005-03-06	1	101938.14
694	2004-02-01	123	15544.94
694	2004-07-13	120	44864.39
694	2003-09-28	69	123956.56
694	2004-03-10	59	493737.59
694	2004-03-30	56	147714.51
694	2003-04-07	44	49391.13
694	2003-08-18	44	47921.52
694	2003-06-02	40	47514.17
694	2005-02-18	23	90841.7
694	2005-07-06	20	176668.04
694	2004-07-08	14	59235.26
694	2003-11-24	7	172299.6
694	2004-01-04	5	80818.99
694	2004-03-05	3	104751.24
695	2004-08-21	84	11746.56
695	2003-09-25	81	881652.03
695	2003-12-22	65	39047.06
695	2003-08-27	58	271220.49
695	2003-09-29	50	239207.51
695	2005-01-15	48	168806.52
695	2005-01-04	37	173890.24
695	2003-02-21	33	363982.45
695	2004-03-21	32	18965.44
695	2004-01-25	31	35601.48
695	2005-01-01	29	500345.54
695	2005-01-30	13	74402.85
695	2004-01-25	6	331955.33
695	2004-04-22	6	684277.93
695	2003-12-01	5	206595.56
695	2003-02-18	1	55462.61
696	2003-11-15	87	100460.98
696	2004-01-24	66	79313.26
696	2005-03-26	56	137312.02
696	2003-10-07	49	34747.44
696	2003-06-13	47	34991.6
696	2004-08-25	42	7885.19
696	2004-02-28	39	34321.41
696	2004-02-23	37	442010.23
696	2004-07-17	36	132784.69
696	2004-11-01	24	155480.05
696	2005-06-12	9	117915.72
696	2003-03-28	4	91397.08
697	2003-05-17	112	54609.96
697	2004-08-02	98	38623.72
697	2004-03-30	82	15040.56
697	2005-05-18	55	148381.45
697	2003-08-19	54	126432.13
697	2004-08-28	53	263911.03
697	2005-04-23	44	19843.4
697	2003-04-09	41	362329.23
697	2003-07-23	41	40360.4
697	2004-09-06	24	55479.2
697	2005-03-26	19	176231.3
697	2003-07-08	15	184842.72
697	2004-05-15	15	391246.81
697	2004-03-18	14	287749.01
697	2005-07-03	9	55296.68
698	2003-04-07	65	81769.05
698	2005-03-10	57	64260.52
698	2004-01-04	52	171020.18
698	2003-04-09	51	144709.5
698	2004-03-28	42	70473.05
698	2004-03-23	42	49827.54
698	2003-05-01	41	153845.51
698	2004-12-10	22	71482.96
698	2005-02-17	21	5870
698	2003-06-06	21	211064.12
698	2003-11-24	15	37569.72
698	2003-08-08	13	235900.79
698	2003-04-23	10	55252.7
699	2004-10-08	119	122631.49
699	2005-02-10	95	146669.43
699	2005-05-27	66	29549.07
699	2004-08-22	64	75828.27
699	2003-10-04	62	2067
699	2005-05-29	50	26025.42
699	2004-05-28	44	137550.21
699	2005-07-26	37	109947.28
699	2005-06-19	36	8521.16
699	2003-07-18	10	23919.19
699	2003-09-28	7	211383.96
700	2004-05-17	89	106036.55
700	2004-07-09	89	144058.97
700	2004-05-03	79	86896.76
700	2005-01-08	74	7022.91
700	2003-05-26	67	361948.52
700	2004-05-11	53	188181.53
700	2004-12-18	52	113266.77
700	2005-01-08	51	35261.86
700	2004-10-27	50	237337.33
700	2005-04-10	36	24535.77
700	2005-06-19	36	40371.86
700	2005-01-11	8	31253.86
701	2003-09-06	89	52044.83
701	2003-02-17	59	116291.95
701	2005-04-25	57	315962.48
701	2005-07-01	48	41131.83
701	2003-12-29	45	287650.38
701	2004-04-05	36	26970.79
701	2004-01-12	11	194582.38
701	2003-06-19	9	220231.36
701	2005-04-27	8	55116.06
702	2004-04-06	116	44724.39
702	2003-08-04	98	24726.77
702	2003-07-26	82	76897.22
702	2003-06-17	81	651879.52
702	2003-09-14	79	164574.3
702	2004-07-21	69	54979.54
702	2003-04-20	68	174394.6
702	2005-06-09	61	47346.28
702	2003-09-22	54	68683.65
702	2005-05-15	51	702649.55
702	2005-07-08	48	71665.51
702	2004-10-15	47	107623.42
702	2005-04-05	43	224135.07
702	2005-06-10	36	28006.52
702	2005-05-21	22	229312.72
702	2003-04-12	20	30159.95
702	2005-05-31	16	478040.15
702	2004-05-06	13	61184.06
702	2003-12-17	10	18645.37
703	2005-03-01	100	325558.47
703	2004-09-12	98	48627.17
703	2003-11-05	66	260741.35
703	2004-03-31	62	62040.55
703	2005-02-28	61	19253.46
703	2003-06-01	61	88008.49
703	2005-03-19	59	116390.77
703	2003-07-26	54	77356.22
703	2004-03-27	51	23554.31
703	2003-04-05	47	112472.7
703	2004-12-07	46	25487.95
703	2004-07-27	42	311554.91
703	2004-02-14	37	13448.1
703	2004-10-19	31	70291.34
703	2005-01-02	19	197105.53
703	2004-06-30	17	68911.26
703	2005-05-07	14	254292.05
703	2005-07-21	11	82666.48
703	2003-10-15	2	269345.58
704	2004-03-04	59	262941.1
704	2004-03-30	58	77547.67
704	2004-12-11	57	225971.01
704	2003-03-24	49	175996.8
704	2003-02-13	46	171559.09
704	2004-01-17	45	46982.04
704	2003-10-21	40	243651.52
704	2004-05-12	29	39497.01
704	2003-11-17	16	14892.85
705	2005-01-19	95	47857.27
705	2003-05-26	89	30388.52
705	2003-05-24	88	25125.8
705	2003-04-27	70	229652.1
705	2003-09-01	67	244830.11
705	2003-06-29	63	31790.54
705	2005-02-25	62	30987.93
705	2004-09-14	54	238310.78
705	2003-02-17	48	648557.51
705	2005-07-27	36	253374.84
705	2005-04-15	23	210584.92
705	2003-04-23	20	55277.45
706	2004-09-03	107	182643.04
706	2004-08-19	58	2658.04
706	2004-07-03	45	107802.52
706	2003-08-03	42	43661.66
706	2003-05-29	38	38671.62
706	2004-09-12	26	1819.52
706	2003-11-01	21	140949.85
706	2003-10-30	14	88167.15
706	2003-06-26	12	279915.14
706	2003-06-03	9	39142.75
707	2003-02-20	122	279080.86
707	2004-02-07	70	135162.41
707	2003-06-18	64	11077.68
707	2005-07-21	63	231860.21
707	2004-04-19	49	291065.64
707	2005-05-22	47	59892.16
707	2003-12-09	42	21354.69
707	2004-02-14	43	56318.15
707	2005-06-20	37	173087.82
707	2003-05-26	36	400191.09
707	2003-09-22	26	33120.76
707	2004-12-23	26	104593.39
707	2005-05-22	9	80664.44
707	2003-07-26	7	140500.96
707	2005-03-11	3	245318.45
708	2004-03-11	114	100956.78
708	2003-08-29	98	201004.84
708	2005-07-03	74	75201.62
708	2003-10-16	67	130893.76
708	2004-05-05	66	167684.4
708	2005-05-23	57	94123.73
708	2003-05-20	53	52221.27
708	2003-10-01	44	78815.43
708	2004-03-30	42	37169.7
708	2004-07-02	39	136646
708	2004-08-03	28	111231.87
708	2004-02-24	28	186609.12
708	2003-08-14	24	12367.08
708	2004-01-06	24	364468.35
708	2005-06-21	23	22532.4
708	2003-11-26	16	113728.84
708	2003-11-26	15	45549.08
708	2003-08-24	10	7638.16
708	2004-02-21	11	169917.67
708	2004-05-24	9	845269.6
709	2005-04-13	105	15536.78
709	2003-04-06	83	19641.55
709	2004-06-27	80	20092.58
709	2003-05-02	69	83412.6
709	2004-04-06	67	87740.53
709	2004-12-08	42	44443.21
709	2004-04-01	19	114084.52
709	2005-03-19	16	81064.71
709	2004-07-30	12	30802.54
709	2004-02-09	11	330864.41
709	2003-10-09	9	6944.39
709	2004-07-09	8	533179.58
709	2003-08-04	4	133372.23
710	2003-11-12	89	47177.19
710	2005-03-30	86	189270.25
710	2004-05-26	83	152431.52
710	2004-06-23	81	32806.57
710	2005-01-04	67	70729.84
710	2003-11-18	66	132026.92
710	2004-07-31	65	167821.44
710	2003-08-31	64	8198.37
710	2004-08-07	63	79995.73
710	2005-04-05	44	160711.59
710	2004-10-25	37	132134.15
710	2003-04-28	30	208638.1
