PRODUCT;STORE;TDATE;CUSTNUM;UNITS;PROMOTION
Cabernet Sauvignon;MW1;2000-01-28 0:00:00;262;4;1
Claret;NC1;2000-01-28 0:00:00;262;2;1
Merlot;MC1;2000-01-27 0:00:00;262;2;1
Chablis;MC1;2000-01-26 0:00:00;262;3;1
Zinfandel Blanc;MC2;2000-01-14 0:00:00;262;2;1
Blanc de Blanc Brut;SW3;2000-01-02 0:00:00;263;3;1
Riesling;SW3;2000-01-07 0:00:00;263;3;1
Chardonnay;NC2;2000-01-30 0:00:00;263;5;1
Pinot Noir;MC1;2000-01-24 0:00:00;263;2;1
Cabernet Sauvignon;ME2;2000-01-09 0:00:00;264;2;1
Riesling;NC2;2000-01-30 0:00:00;264;3;1
Cabernet Sauvignon;NE1;2000-01-18 0:00:00;265;1;1
Chardonnay;ME1;2000-01-27 0:00:00;265;2;1
Blanc de Blanc Brut;SE3;2000-01-20 0:00:00;265;4;1
Claret;NW2;2000-01-02 0:00:00;265;2;1
Sauvignon Blanc;NW2;2000-01-01 0:00:00;265;2;0
Zinfandel Blanc de Noir;NC3;2000-01-13 0:00:00;265;5;1
Zinfandel Blanc de Noir;NC1;2000-01-11 0:00:00;266;2;1
Pinot Noir;NC1;2000-01-09 0:00:00;266;3;1
Blanc de Blanc Brut;NC2;2000-01-17 0:00:00;266;3;1
Blanc de Blanc Brut;NC3;2000-01-21 0:00:00;266;4;1
Sauvignon Blanc;NC3;2000-01-26 0:00:00;266;4;1
Cabernet Sauvignon;MW1;2000-01-28 0:00:00;267;4;1
Sauvignon Blanc;MW1;2000-01-28 0:00:00;267;3;1
Pinot Noir;MW2;2000-01-11 0:00:00;267;2;1
Sauvignon Blanc;SW4;2000-01-02 0:00:00;267;4;1
Brut--Reserve;ME1;2000-01-09 0:00:00;268;4;1
Chardonnay;NW3;2000-01-25 0:00:00;268;4;1
Zinfandel Blanc de Noir;MC2;2000-01-15 0:00:00;268;4;1
Cabernet Sauvignon;MW2;2000-01-11 0:00:00;269;5;1
Blanc de Blanc Brut;MW3;2000-01-06 0:00:00;269;2;1
Cabernet Sauvignon;MW3;2000-01-23 0:00:00;269;2;1
Cabernet Sauvignon;SW2;2000-01-28 0:00:00;269;4;1
Zinfandel Blanc de Noir;MC1;2000-01-16 0:00:00;270;3;1
Riesling;MC2;2000-01-28 0:00:00;270;1;1
Riesling;NE1;2000-01-11 0:00:00;271;1;1
Riesling;NW2;2000-01-07 0:00:00;271;3;1
Claret;SW3;2000-01-07 0:00:00;271;3;1
Cabernet Sauvignon;SW4;2000-01-10 0:00:00;271;3;1
Cabernet Sauvignon;NC3;2000-01-16 0:00:00;271;3;1
Claret;MC1;2000-01-04 0:00:00;271;4;1
Blanc de Blanc Brut;MC3;2000-01-28 0:00:00;271;3;1
Chablis;NW3;2000-01-19 0:00:00;272;5;1
Brut--Reserve;SW2;2000-01-17 0:00:00;272;4;1
Chablis;SW4;2000-01-10 0:00:00;272;2;1
Merlot;NC1;2000-01-02 0:00:00;272;4;1
Claret;MC2;2000-01-07 0:00:00;272;4;1
Merlot;MC3;2000-01-22 0:00:00;272;2;1
Chablis;NE2;2000-01-17 0:00:00;273;3;1
Pinot Noir;NC2;2000-01-27 0:00:00;273;5;1
Riesling;NC2;2000-01-06 0:00:00;273;4;1
Zinfandel Blanc;SE3;2000-01-21 0:00:00;274;5;1
Sauvignon Blanc;NW2;2000-01-03 0:00:00;274;3;1
Sauvignon Blanc;SW2;2000-01-26 0:00:00;274;3;1
Blanc de Blanc Brut;SW4;2000-01-11 0:00:00;274;4;1
Chardonnay;MC2;2000-01-01 0:00:00;274;3;0
Zinfandel Blanc;SE2;2000-01-10 0:00:00;275;4;1
Merlot;NW2;2000-01-13 0:00:00;275;5;1
Chablis;MW2;2000-01-24 0:00:00;275;2;1
Zinfandel Blanc de Noir;SW3;2000-01-19 0:00:00;275;3;1
Cabernet Sauvignon;SW4;2000-01-20 0:00:00;275;2;1
Sauvignon Blanc;SW4;2000-01-20 0:00:00;275;2;1
Merlot;NC1;2000-01-10 0:00:00;275;5;1
Merlot;NC2;2000-01-25 0:00:00;276;2;1
Chardonnay;NC2;2000-01-18 0:00:00;276;4;1
Riesling;MC1;2000-01-02 0:00:00;276;4;1
Pinot Noir;SE3;2000-01-13 0:00:00;277;4;1
Zinfandel Blanc de Noir;MW2;2000-01-21 0:00:00;277;2;1
Brut--Reserve;NW3;2000-01-06 0:00:00;278;2;1
Chardonnay;NW3;2000-01-25 0:00:00;278;5;1
Zinfandel Blanc;MW2;2000-01-07 0:00:00;278;4;1
Merlot;MC2;2000-01-21 0:00:00;278;5;1
Cabernet Sauvignon;ME2;2000-01-30 0:00:00;279;5;1
Zinfandel Blanc de Noir;NW1;2000-01-19 0:00:00;279;1;1
Chablis;SW3;2000-01-24 0:00:00;279;2;1
Cabernet Sauvignon;NE3;2000-01-07 0:00:00;280;1;1
Pinot Noir;NW1;2000-01-12 0:00:00;280;4;1
Riesling;MW3;2000-01-17 0:00:00;280;3;1
Pinot Noir;NC3;2000-01-13 0:00:00;280;2;1
Brut--Reserve;MC1;2000-01-24 0:00:00;280;5;1
Cabernet Sauvignon;SE2;2000-01-14 0:00:00;281;2;1
Pinot Noir;NW1;2000-01-25 0:00:00;281;4;1
Claret;MC1;2000-01-15 0:00:00;281;4;1
Chardonnay;NE1;2000-01-14 0:00:00;282;2;1
Blanc de Blanc Brut;NC2;2000-01-11 0:00:00;282;2;1
Brut--Reserve;SE3;2000-01-09 0:00:00;283;3;1
Brut--Reserve;SW3;2000-01-19 0:00:00;283;1;1
Blanc de Blanc Brut;NE1;2000-01-14 0:00:00;284;1;1
Claret;SE3;2000-01-18 0:00:00;284;3;1
Zinfandel Blanc;NW2;2000-01-10 0:00:00;284;5;1
Zinfandel Blanc de Noir;MW1;2000-01-13 0:00:00;284;3;1
Blanc de Blanc Brut;MW1;2000-01-12 0:00:00;284;3;1
Merlot;MW2;2000-01-25 0:00:00;284;3;1
Claret;MW3;2000-01-03 0:00:00;284;1;1
Claret;SW3;2000-01-06 0:00:00;284;4;1
Pinot Noir;SW4;2000-01-07 0:00:00;284;3;1
Blanc de Blanc Brut;NC3;2000-01-27 0:00:00;284;2;1
Chablis;SE1;2000-01-17 0:00:00;285;5;1
Riesling;MW1;2000-01-27 0:00:00;285;2;1
Blanc de Blanc Brut;MW2;2000-01-16 0:00:00;285;2;1
Cabernet Sauvignon;SW1;2000-01-08 0:00:00;285;2;1
Blanc de Blanc Brut;SW2;2000-01-07 0:00:00;285;4;1
Blanc de Blanc Brut;SW4;2000-01-09 0:00:00;285;4;1
Chardonnay;NC2;2000-01-10 0:00:00;285;2;1
Chardonnay;MC2;2000-01-15 0:00:00;285;3;1
Zinfandel Blanc de Noir;SW4;2000-01-24 0:00:00;286;4;1
Cabernet Sauvignon;SW4;2000-01-10 0:00:00;286;4;1
Blanc de Blanc Brut;NC3;2000-01-30 0:00:00;286;3;1
Chardonnay;MC3;2000-01-02 0:00:00;286;3;1
Pinot Noir;NE2;2000-01-10 0:00:00;287;1;1
Claret;SE2;2000-01-02 0:00:00;287;4;1
Sauvignon Blanc;NW1;2000-01-31 0:00:00;287;1;1
Zinfandel Blanc de Noir;NW2;2000-01-15 0:00:00;287;3;1
Merlot;MW1;2000-01-15 0:00:00;287;2;1
Cabernet Sauvignon;MW3;2000-01-09 0:00:00;287;3;1
Pinot Noir;MC2;2000-01-08 0:00:00;287;1;1
Merlot;NE3;2000-01-08 0:00:00;288;2;1
Zinfandel Blanc de Noir;SE3;2000-01-19 0:00:00;288;2;1
Blanc de Blanc Brut;SE3;2000-01-13 0:00:00;288;3;1
Chardonnay;SW4;2000-01-02 0:00:00;288;5;1
Sauvignon Blanc;NC2;2000-01-30 0:00:00;288;2;1
Zinfandel Blanc de Noir;MC2;2000-01-22 0:00:00;288;2;1
Riesling;SW2;2000-01-15 0:00:00;289;5;1
Chardonnay;NC3;2000-01-19 0:00:00;289;5;1
Merlot;SE2;2000-01-23 0:00:00;290;1;1
Zinfandel Blanc de Noir;NW1;2000-01-09 0:00:00;290;4;1
Sauvignon Blanc;NW1;2000-01-30 0:00:00;290;4;1
Zinfandel Blanc de Noir;SW1;2000-01-09 0:00:00;290;3;1
Chablis;SW3;2000-01-12 0:00:00;290;1;1
Blanc de Blanc Brut;SW4;2000-01-27 0:00:00;290;4;1
Chablis;NC2;2000-01-13 0:00:00;290;4;1
Claret;MC2;2000-01-15 0:00:00;290;5;1
Cabernet Sauvignon;NE1;2000-01-21 0:00:00;291;4;1
Merlot;NE1;2000-01-04 0:00:00;291;5;1
Chardonnay;NE1;2000-01-07 0:00:00;291;4;1
Cabernet Sauvignon;SW2;2000-01-01 0:00:00;291;2;0
Merlot;NC1;2000-01-06 0:00:00;291;4;1
Chardonnay;NC3;2000-01-30 0:00:00;291;5;1
Riesling;NC3;2000-01-03 0:00:00;291;3;1
Zinfandel Blanc de Noir;NE1;2000-01-09 0:00:00;292;5;1
Brut--Reserve;MW1;2000-01-14 0:00:00;292;4;1
Chardonnay;SE1;2000-01-17 0:00:00;293;3;1
Claret;SW4;2000-01-14 0:00:00;293;3;1
Zinfandel Blanc;NC3;2000-01-29 0:00:00;293;2;1
Zinfandel Blanc de Noir;NW2;2000-01-31 0:00:00;294;4;1
Chablis;SW1;2000-01-03 0:00:00;294;2;1
Merlot;MC2;2000-01-24 0:00:00;294;3;1
Zinfandel Blanc;NE2;2000-01-14 0:00:00;295;4;1
Riesling;NE3;2000-01-20 0:00:00;295;4;1
Merlot;NW3;2000-01-24 0:00:00;295;5;1
Blanc de Blanc Brut;MW1;2000-01-03 0:00:00;295;3;1
Claret;NC2;2000-01-11 0:00:00;295;1;1
Blanc de Blanc Brut;NC3;2000-01-10 0:00:00;295;3;1
Claret;NC3;2000-01-13 0:00:00;295;3;1
Chardonnay;NE2;2000-01-19 0:00:00;296;2;1
Brut--Reserve;SW4;2000-01-25 0:00:00;296;2;1
Sauvignon Blanc;NC3;2000-01-16 0:00:00;296;2;1
Chablis;NC3;2000-01-23 0:00:00;296;4;1
Sauvignon Blanc;MC1;2000-01-02 0:00:00;296;4;1
Blanc de Blanc Brut;SW3;2000-01-17 0:00:00;297;2;1
Brut--Reserve;SW4;2000-01-05 0:00:00;297;3;1
Blanc de Blanc Brut;NC1;2000-01-19 0:00:00;297;4;1
Blanc de Blanc Brut;NC3;2000-01-17 0:00:00;297;4;1
Zinfandel Blanc;MC1;2000-01-22 0:00:00;297;5;1
Zinfandel Blanc;SE1;2000-01-08 0:00:00;298;4;1
Chablis;SW3;2000-01-30 0:00:00;298;2;1
Riesling;SW4;2000-01-09 0:00:00;298;2;1
Merlot;NC2;2000-01-23 0:00:00;298;3;1
Sauvignon Blanc;NC2;2000-01-16 0:00:00;298;2;1
Blanc de Blanc Brut;MC1;2000-01-23 0:00:00;298;4;1
Blanc de Blanc Brut;MC3;2000-01-03 0:00:00;298;4;1
Zinfandel Blanc de Noir;SE3;2000-01-23 0:00:00;299;1;1
Blanc de Blanc Brut;SW2;2000-01-20 0:00:00;299;1;1
Blanc de Blanc Brut;NE3;2000-01-06 0:00:00;300;4;1
Blanc de Blanc Brut;SE2;2000-01-02 0:00:00;300;1;1
Zinfandel Blanc;NW3;2000-01-12 0:00:00;300;5;1
Merlot;SW1;2000-01-16 0:00:00;300;5;1
Zinfandel Blanc de Noir;NC2;2000-01-05 0:00:00;300;2;1
Chardonnay;MC1;2000-01-16 0:00:00;300;5;1
Zinfandel Blanc de Noir;MC3;2000-01-22 0:00:00;300;3;1
Blanc de Blanc Brut;NW2;2000-01-23 0:00:00;301;1;1
Blanc de Blanc Brut;MW2;2000-01-05 0:00:00;301;1;1
Riesling;SW3;2000-01-13 0:00:00;301;2;1
Blanc de Blanc Brut;NW2;2000-01-21 0:00:00;302;4;1
Zinfandel Blanc de Noir;SW1;2000-01-19 0:00:00;302;5;1
Sauvignon Blanc;SW1;2000-01-23 0:00:00;302;4;1
Riesling;SE3;2000-01-07 0:00:00;303;5;1
Zinfandel Blanc de Noir;NW2;2000-01-25 0:00:00;303;3;1
Zinfandel Blanc;SE3;2000-01-28 0:00:00;304;4;1
Merlot;NW1;2000-01-14 0:00:00;304;2;1
Chablis;NW3;2000-01-12 0:00:00;304;2;1
Chardonnay;NE1;2000-01-07 0:00:00;305;4;1
Chardonnay;NE1;2000-01-09 0:00:00;305;5;1
Riesling;ME1;2000-01-14 0:00:00;305;5;1
Claret;SE3;2000-01-12 0:00:00;305;5;1
Blanc de Blanc Brut;MW2;2000-01-12 0:00:00;305;2;1
Zinfandel Blanc;SW1;2000-01-06 0:00:00;305;5;1
Zinfandel Blanc de Noir;MC3;2000-01-22 0:00:00;305;5;1
Zinfandel Blanc de Noir;MC3;2000-01-07 0:00:00;305;4;1
Claret;NE3;2000-01-30 0:00:00;306;2;1
Brut--Reserve;NW2;2000-01-30 0:00:00;306;5;1
Sauvignon Blanc;NW3;2000-01-25 0:00:00;306;2;1
Claret;MW1;2000-01-16 0:00:00;306;2;1
Zinfandel Blanc de Noir;SW4;2000-01-04 0:00:00;306;3;1
Sauvignon Blanc;NC1;2000-01-22 0:00:00;306;4;1
Claret;NC1;2000-01-13 0:00:00;307;5;1
Chardonnay;NC3;2000-01-28 0:00:00;307;2;1
Zinfandel Blanc;MC2;2000-01-17 0:00:00;307;3;1
Blanc de Blanc Brut;MC3;2000-01-24 0:00:00;307;5;1
Riesling;NE1;2000-01-17 0:00:00;308;3;1
Claret;NW1;2000-01-14 0:00:00;308;2;1
Merlot;MW1;2000-01-08 0:00:00;308;4;1
Zinfandel Blanc;SW1;2000-01-11 0:00:00;308;3;1
Merlot;SE1;2000-01-14 0:00:00;309;3;1
Zinfandel Blanc;SE2;2000-01-09 0:00:00;309;4;1
Merlot;MW2;2000-01-21 0:00:00;309;5;1
Riesling;MC1;2000-01-23 0:00:00;309;1;1
Cabernet Sauvignon;ME1;2000-01-14 0:00:00;310;4;1
Chablis;MW1;2000-01-26 0:00:00;310;2;1
Blanc de Blanc Brut;MW3;2000-01-29 0:00:00;310;2;1
Blanc de Blanc Brut;NC3;2000-01-11 0:00:00;310;2;1
Chardonnay;SW4;2000-01-27 0:00:00;311;3;1
Zinfandel Blanc;NC2;2000-01-21 0:00:00;311;1;1
Zinfandel Blanc;MC1;2000-01-16 0:00:00;311;4;1
Cabernet Sauvignon;NW2;2000-01-08 0:00:00;312;2;1
Blanc de Blanc Brut;SW4;2000-01-27 0:00:00;312;4;1
Pinot Noir;NC2;2000-01-15 0:00:00;312;4;1
Merlot;NC3;2000-01-18 0:00:00;312;5;1
Merlot;NE2;2000-01-31 0:00:00;313;5;1
Chardonnay;NW1;2000-01-12 0:00:00;313;2;1
Blanc de Blanc Brut;SW1;2000-01-21 0:00:00;313;2;1
Brut--Reserve;SW3;2000-01-11 0:00:00;313;1;1
Zinfandel Blanc de Noir;NC2;2000-01-20 0:00:00;313;1;1
Chardonnay;NE2;2000-01-20 0:00:00;314;3;1
Cabernet Sauvignon;NE3;2000-01-17 0:00:00;314;4;1
Cabernet Sauvignon;NE3;2000-01-17 0:00:00;314;3;1
Sauvignon Blanc;SE1;2000-01-26 0:00:00;314;5;1
Zinfandel Blanc;NW1;2000-01-04 0:00:00;314;4;1
Chardonnay;MW3;2000-01-11 0:00:00;314;1;1
Chardonnay;MC2;2000-01-15 0:00:00;314;2;1
Brut--Reserve;ME2;2000-01-08 0:00:00;315;5;1
Chablis;MW2;2000-01-24 0:00:00;315;4;1
Zinfandel Blanc de Noir;SW2;2000-01-04 0:00:00;315;2;1
Claret;SW4;2000-01-12 0:00:00;315;5;1
Zinfandel Blanc de Noir;ME1;2000-01-24 0:00:00;316;5;1
Chardonnay;ME1;2000-01-08 0:00:00;316;3;1
Sauvignon Blanc;ME1;2000-01-12 0:00:00;316;4;1
Claret;SE1;2000-01-17 0:00:00;316;2;1
Merlot;SE2;2000-01-27 0:00:00;316;1;1
Claret;MW2;2000-01-05 0:00:00;316;1;1
Brut--Reserve;MW3;2000-01-21 0:00:00;316;5;1
Brut--Reserve;SW3;2000-01-15 0:00:00;316;5;1
Pinot Noir;SW3;2000-01-12 0:00:00;317;2;1
Pinot Noir;NC3;2000-01-07 0:00:00;317;2;1
Riesling;NC3;2000-01-16 0:00:00;317;5;1
Pinot Noir;MC1;2000-01-04 0:00:00;317;4;1
Merlot;MC2;2000-01-17 0:00:00;317;2;1
Claret;SE1;2000-01-19 0:00:00;318;2;1
Pinot Noir;SE2;2000-01-02 0:00:00;318;4;1
Chardonnay;SE2;2000-01-22 0:00:00;318;3;1
Zinfandel Blanc de Noir;SE3;2000-01-23 0:00:00;318;5;1
Zinfandel Blanc de Noir;SW4;2000-01-13 0:00:00;318;5;1
Cabernet Sauvignon;NC2;2000-01-20 0:00:00;318;2;1
Brut--Reserve;NC3;2000-01-24 0:00:00;318;5;1
Chardonnay;MC1;2000-01-03 0:00:00;318;1;1
Blanc de Blanc Brut;MC3;2000-01-25 0:00:00;318;5;1
Merlot;NE3;2000-01-06 0:00:00;319;3;1
Brut--Reserve;ME1;2000-01-28 0:00:00;319;1;1
Zinfandel Blanc de Noir;NW1;2000-01-23 0:00:00;319;2;1
Blanc de Blanc Brut;NW1;2000-01-17 0:00:00;319;3;1
Riesling;NW2;2000-01-22 0:00:00;319;4;1
Brut--Reserve;SW2;2000-01-11 0:00:00;319;2;1
Sauvignon Blanc;SW4;2000-01-18 0:00:00;319;3;1
Riesling;NC3;2000-01-25 0:00:00;319;5;1
Zinfandel Blanc de Noir;MW3;2000-01-16 0:00:00;320;2;1
Brut--Reserve;MW3;2000-01-20 0:00:00;320;3;1
Cabernet Sauvignon;NC1;2000-01-30 0:00:00;320;3;1
Blanc de Blanc Brut;SW2;2000-01-05 0:00:00;321;1;1
Brut--Reserve;NC1;2000-01-29 0:00:00;321;2;1
Zinfandel Blanc;SW2;2000-01-02 0:00:00;322;2;1
Chardonnay;SW3;2000-01-17 0:00:00;322;4;1
Sauvignon Blanc;SW4;2000-01-14 0:00:00;322;2;1
Blanc de Blanc Brut;MC2;2000-01-24 0:00:00;322;2;1
Chardonnay;MC2;2000-01-13 0:00:00;322;2;1
Claret;ME1;2000-01-22 0:00:00;323;4;1
Brut--Reserve;NW1;2000-01-26 0:00:00;323;3;1
Cabernet Sauvignon;NW1;2000-01-17 0:00:00;323;4;1
Zinfandel Blanc;NW1;2000-01-21 0:00:00;323;1;1
Blanc de Blanc Brut;SW2;2000-01-18 0:00:00;323;1;1
Zinfandel Blanc;NC1;2000-01-27 0:00:00;323;5;1
Blanc de Blanc Brut;NC2;2000-01-13 0:00:00;323;4;1
Merlot;SW3;2000-01-04 0:00:00;324;4;1
Riesling;NC2;2000-01-25 0:00:00;324;5;1
Zinfandel Blanc;ME2;2000-01-15 0:00:00;325;4;1
Sauvignon Blanc;NW2;2000-01-10 0:00:00;325;4;1
Chardonnay;MW2;2000-01-27 0:00:00;325;5;1
Zinfandel Blanc de Noir;SW2;2000-01-19 0:00:00;325;3;1
Cabernet Sauvignon;NC2;2000-01-24 0:00:00;325;2;1
Sauvignon Blanc;NC2;2000-01-13 0:00:00;325;4;1
Zinfandel Blanc;MC2;2000-01-30 0:00:00;325;5;1
Brut--Reserve;NE1;2000-01-29 0:00:00;326;2;1
Sauvignon Blanc;NE3;2000-01-10 0:00:00;326;4;1
Zinfandel Blanc;SE3;2000-01-31 0:00:00;326;5;1
Pinot Noir;MW3;2000-01-05 0:00:00;326;2;1
Pinot Noir;SW1;2000-01-08 0:00:00;326;4;1
Sauvignon Blanc;SW1;2000-01-29 0:00:00;326;5;1
Cabernet Sauvignon;SW3;2000-01-08 0:00:00;326;2;1
Pinot Noir;SW4;2000-01-05 0:00:00;326;2;1
Brut--Reserve;NE3;2000-01-06 0:00:00;327;5;1
Chablis;SE2;2000-01-28 0:00:00;327;2;1
Claret;SE3;2000-01-31 0:00:00;327;3;1
Pinot Noir;NW1;2000-01-16 0:00:00;327;2;1
Sauvignon Blanc;NC2;2000-01-16 0:00:00;327;5;1
Brut--Reserve;NW3;2000-01-04 0:00:00;328;2;1
Pinot Noir;MW1;2000-01-27 0:00:00;328;3;1
Pinot Noir;MW3;2000-01-26 0:00:00;328;1;1
Riesling;NC1;2000-01-17 0:00:00;328;3;1
Chablis;NC1;2000-01-23 0:00:00;328;5;1
Zinfandel Blanc de Noir;NC3;2000-01-18 0:00:00;328;2;1
Zinfandel Blanc;MC1;2000-01-21 0:00:00;328;3;1
Sauvignon Blanc;MC2;2000-01-12 0:00:00;328;2;1
Pinot Noir;MC3;2000-01-20 0:00:00;328;4;1
Blanc de Blanc Brut;NE2;2000-01-23 0:00:00;329;4;1
Claret;NE3;2000-01-08 0:00:00;329;2;1
Riesling;MW1;2000-01-23 0:00:00;329;4;1
Zinfandel Blanc;NC3;2000-01-17 0:00:00;329;2;1
Blanc de Blanc Brut;MC1;2000-01-24 0:00:00;329;2;1
Blanc de Blanc Brut;MC2;2000-01-10 0:00:00;329;5;1
Claret;SE2;2000-01-03 0:00:00;330;2;1
Brut--Reserve;NW1;2000-01-24 0:00:00;330;4;1
Brut--Reserve;NW2;2000-01-30 0:00:00;330;2;1
Zinfandel Blanc;NC3;2000-01-12 0:00:00;330;3;1
Riesling;MC1;2000-01-17 0:00:00;330;3;1
Brut--Reserve;MC2;2000-01-27 0:00:00;330;5;1
Blanc de Blanc Brut;MC2;2000-01-13 0:00:00;330;1;1
Chablis;MC2;2000-01-16 0:00:00;330;4;1
Chablis;MC2;2000-01-16 0:00:00;330;2;1
Brut--Reserve;SE2;2000-01-17 0:00:00;331;3;1
Pinot Noir;SE2;2000-01-16 0:00:00;331;2;1
Brut--Reserve;SE3;2000-01-06 0:00:00;331;2;1
Cabernet Sauvignon;SW2;2000-01-18 0:00:00;331;3;1
Claret;SW4;2000-01-16 0:00:00;331;1;1
Claret;NC2;2000-01-17 0:00:00;331;2;1
Brut--Reserve;MC3;2000-01-09 0:00:00;331;4;1
Zinfandel Blanc;ME1;2000-01-06 0:00:00;332;3;1
Chardonnay;MW1;2000-01-04 0:00:00;332;5;1
Zinfandel Blanc;MW2;2000-01-07 0:00:00;332;1;1
Pinot Noir;SW4;2000-01-06 0:00:00;332;3;1
Claret;SW4;2000-01-14 0:00:00;332;2;1
Cabernet Sauvignon;NC1;2000-01-17 0:00:00;332;4;1
Chablis;NC3;2000-01-15 0:00:00;332;2;1
Claret;MC1;2000-01-27 0:00:00;332;4;1
Chardonnay;MC2;2000-01-24 0:00:00;332;5;1
Zinfandel Blanc;MC2;2000-01-25 0:00:00;332;4;1
Chardonnay;SW3;2000-01-04 0:00:00;333;1;1
Zinfandel Blanc de Noir;NC2;2000-01-19 0:00:00;333;4;1
Merlot;MC3;2000-01-12 0:00:00;333;3;1
Riesling;ME1;2000-01-08 0:00:00;334;2;1
Riesling;SE2;2000-01-20 0:00:00;335;3;1
Cabernet Sauvignon;SW1;2000-01-12 0:00:00;335;3;1
Chardonnay;SW2;2000-01-09 0:00:00;335;4;1
Pinot Noir;SW3;2000-01-08 0:00:00;335;3;1
Pinot Noir;NC3;2000-01-16 0:00:00;335;3;1
Zinfandel Blanc;ME1;2000-01-12 0:00:00;336;1;1
Brut--Reserve;NW1;2000-01-04 0:00:00;336;2;1
Blanc de Blanc Brut;MW1;2000-01-14 0:00:00;336;3;1
Chablis;NE3;2000-01-01 0:00:00;337;2;0
Pinot Noir;SE3;2000-01-24 0:00:00;337;2;1
Zinfandel Blanc;NW3;2000-01-13 0:00:00;337;4;1
Pinot Noir;SW1;2000-01-21 0:00:00;337;3;1
Chablis;SW2;2000-01-12 0:00:00;337;2;1
Claret;SW3;2000-01-17 0:00:00;337;4;1
Brut--Reserve;MC2;2000-01-20 0:00:00;337;3;1
Cabernet Sauvignon;NE1;2000-01-08 0:00:00;338;4;1
Pinot Noir;ME1;2000-01-02 0:00:00;338;4;1
Brut--Reserve;NW2;2000-01-11 0:00:00;338;2;1
Zinfandel Blanc de Noir;MW2;2000-01-07 0:00:00;338;1;1
Cabernet Sauvignon;ME1;2000-01-16 0:00:00;339;2;1
Merlot;SW2;2000-01-10 0:00:00;339;5;1
Chablis;SW2;2000-01-22 0:00:00;339;3;1
Sauvignon Blanc;NC1;2000-01-28 0:00:00;339;1;1
Sauvignon Blanc;MC1;2000-01-12 0:00:00;339;3;1
Claret;NW2;2000-01-19 0:00:00;340;2;1
Brut--Reserve;MW1;2000-01-08 0:00:00;340;2;1
Riesling;MW1;2000-01-26 0:00:00;340;3;1
Brut--Reserve;MW2;2000-01-03 0:00:00;340;5;1
Riesling;NC1;2000-01-23 0:00:00;340;3;1
Riesling;MC1;2000-01-16 0:00:00;340;2;1
Brut--Reserve;SE2;2000-01-31 0:00:00;341;3;1
Blanc de Blanc Brut;MW3;2000-01-20 0:00:00;341;4;1
Riesling;MC1;2000-01-28 0:00:00;341;4;1
Sauvignon Blanc;MC2;2000-01-25 0:00:00;341;5;1
Pinot Noir;NE2;2000-01-16 0:00:00;342;2;1
Merlot;SE3;2000-01-26 0:00:00;342;2;1
Chardonnay;SW4;2000-01-15 0:00:00;342;3;1
Pinot Noir;NC1;2000-01-05 0:00:00;342;5;1
Sauvignon Blanc;NC3;2000-01-02 0:00:00;342;5;1
Pinot Noir;MC3;2000-01-24 0:00:00;342;4;1
Blanc de Blanc Brut;NW3;2000-01-31 0:00:00;343;1;1
Merlot;MW3;2000-01-21 0:00:00;343;2;1
Merlot;NC3;2000-01-19 0:00:00;343;3;1
Cabernet Sauvignon;MC1;2000-01-12 0:00:00;343;4;1
Pinot Noir;MC2;2000-01-24 0:00:00;343;3;1
Cabernet Sauvignon;NW1;2000-01-28 0:00:00;344;1;1
Claret;NW1;2000-01-12 0:00:00;344;4;1
Claret;MW2;2000-01-01 0:00:00;344;5;0
Zinfandel Blanc de Noir;SW1;2000-01-25 0:00:00;344;4;1
Claret;NC2;2000-01-04 0:00:00;344;2;1
Blanc de Blanc Brut;MC1;2000-01-19 0:00:00;344;4;1
Zinfandel Blanc de Noir;NW3;2000-01-05 0:00:00;345;3;1
Cabernet Sauvignon;MW3;2000-01-29 0:00:00;345;2;1
Cabernet Sauvignon;SW1;2000-01-06 0:00:00;345;2;1
Zinfandel Blanc de Noir;NE1;2000-01-20 0:00:00;346;2;1
Riesling;MW1;2000-01-07 0:00:00;346;5;1
Pinot Noir;MW2;2000-01-22 0:00:00;346;4;1
Riesling;MW2;2000-01-04 0:00:00;346;2;1
Brut--Reserve;SW3;2000-01-14 0:00:00;346;2;1
Sauvignon Blanc;SW3;2000-01-03 0:00:00;346;4;1
Zinfandel Blanc de Noir;NC3;2000-01-07 0:00:00;346;3;1
Blanc de Blanc Brut;SE1;2000-01-14 0:00:00;347;2;1
Sauvignon Blanc;MW3;2000-01-16 0:00:00;347;3;1
Blanc de Blanc Brut;NC2;2000-01-19 0:00:00;347;1;1
Sauvignon Blanc;NC2;2000-01-29 0:00:00;347;2;1
Blanc de Blanc Brut;MW1;2000-01-07 0:00:00;348;1;1
Pinot Noir;SW1;2000-01-27 0:00:00;348;4;1
Chablis;SW4;2000-01-12 0:00:00;348;2;1
Zinfandel Blanc de Noir;SE2;2000-01-19 0:00:00;349;4;1
Sauvignon Blanc;NW1;2000-01-15 0:00:00;349;4;1
Merlot;NC3;2000-01-06 0:00:00;349;2;1
Claret;NC3;2000-01-17 0:00:00;349;1;1
Sauvignon Blanc;MC2;2000-01-10 0:00:00;349;2;1
Merlot;MC3;2000-01-22 0:00:00;349;4;1
Pinot Noir;NW2;2000-01-22 0:00:00;350;1;1
Claret;MW2;2000-01-10 0:00:00;350;2;1
Claret;SW2;2000-01-06 0:00:00;350;3;1
