kunde,artikel,artikelbezeichnung
00773,2673,"LIG BAB R11 Clt Ag NW +1Yr Value Mnt GLP Brightstor Arcserve R11 Client"
00773,1911,"SW Corel Ventura 10.0 e. UP englisch CD W32, Corel CV10UGINT0 englisch/"
00773,2472,"Inventor Series 9 NLS dt. Legacy Folgel. Inv.Series9Legacy NLS Folgelizenzdt"
00296,1551,"FSC DeskView Lizenzpaket, 10 Liz. FSC DeskView Lizenzpaket, 10 Liz."
00296,1429,"Director MX 2004/EN CD Win Mac Director MX 2004 EN Com. MX 2004/"
00296,747,"SW Adobe Photoshop CS 8.0 dt. CD Mac Photoshop CS 8.0/ deutsch/ Vollvers"
00296,2584,"""LCD Display 19"""" Iiyama AS4821DTBK black """""""
00296,2150,"""LCD Display 17"""" NEC 1760VM digital 80kHz"""""""
00644,2134,"LIG BAB R11 MS SQL +3Yr Value Mnt GLP Brightstor Arcserve R11 MS SQL"
00644,2130,"""LCD Display 15"""" ViewSonic VE155b 15 """" LC"""""""
00644,1186,"LIG BAB R11 e. Clt Ag LX +1Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00644,144,"Access Plus Pack für David Home ED 8 dt Access Plus Pack für David Home ED"
00644,2317,"SW Bintec IPSEC-CP HIGH-SECURITY D 1 CLIENT/ deutsch/ Vollversion/ For"
00644,1976,"x232 P3 1.26 256 MB n. HDD CD ETH IBM x2"
00644,1826,"Lasejet 2300L dt. 32MB 19ppm A4 Lasejet "
00296,2202,"Lasejet 3380 Drucker/Fax/Scan/Kopier Las"
00558,1684,"LIG BAB R11 OLO +2Yr Enterpr Mnt GLP Brightstor Arcserve R11 Optical"
00558,1146,"VGA 256MB FX5600 V9560/TD/P256M Asus DDR"
00558,2545,"Cat 6000 Svisor 2 Flash Image Cat 6000 Supervisor 2 Flash Image"
00753,2588,"VGA PARHELIA512GPU PCI DH 256MB Bulk VGA"
00753,494,"Corel KPT Collection e. CD Corel KPT Collection e. CD englisc"
00753,1644,"AutoCAD LT Bibliothek Elektrotechnik dt. AutoCAD LT Bibliothek Elektrotechni"
00710,2633,"AppleWorks v6.2.7/DE CD Mac AppleWorks v6.2.7/DE CD Mac 6.27/"
00710,823,"SW Adobe ATM Deluxe 4.6 multi +ATR2.6 C m. ATR Delux2.6, AcrobatReader4, 15"
00262,488,"CQ Aust. NW 25-User => NW 4.1 100-User CQ Aust. NW 25-User auf NW 4.1 100-"
00262,866,"BrightStor ARCserve v9 e. Clt Ag UNIX BrightStor ARCserve v9 e. UNIX Clie"
00262,1891,"Cisco IGX 8400, Foresight License f. UFM Cisco IGX 8400, Foresight License f"
00269,1808,"MS Small Bus. Svr User CAL 2003 dt. 5MLP MS Small Bus. Svr User CAL 2003 dt."
00269,188,"""LCD Display 20.8"""" Iiyama AQ5311DTBK 53cm"""""""
00269,1898,"HDD 36.4 GB Ultra 160 HS 15Krpm IBM HDD "
00269,2318,"Cisco Works and Cisco Secure SW Cisco Works and Cisco Secure SW"
00269,1284,"Color LaserJet 3700N 64MB 16S HP Color L"
00416,793,"Backup Exec 9.1 W2NT Desktop+Laptop 100x Backup Exec 100 Desktops-Laptops v9"
00416,792,"3com Network Administrator HP OpenView 3com Network Administrator for HP O"
00416,831,"Monitorlautsprecher (PX-50XM1U-S1) f. 50"
00416,175,"HD Allegro AL 8LE/36,7GB U320 80p 10krpm"
00416,530,"Care Pack Color LaserJet 1500,25xx 3J HP"
00416,976,"""LCD Display 17"""" FSC P17-1 TCO99 DVI-D 3 """""""
00416,2192,"Crystal Reports Dev 10.0 mll CD Win Crystal Reports Dev 10.0 mll CD Win"
00416,870,"SW AntiVirus SMB WS+NSvr 8.1 dt. 5U Business Edition für Workstation N"
00172,1995,"SW Netgear IPsec-VPN Software 5-User Lic NG IPsec-VPN Software 5-User Licens"
00172,919,"E7505 Master2-F 2xXe 8GB ATA133 AC97 MB "
00172,1160,"Apple Remote Desktop v2/DE CD Mac 10u Apple Remote Desktop v2.0 10 Client"
00172,1318,"""LCD Display 17"""" Belinea 101730 DVI-D TFT"""""""
00172,1694,"Lasejet 9000DN 64MB 50S 600dpi A3 Laseje"
00554,1741,"Cisco VPN 3000, V. 3.5 SW für VPN 3005 Cisco VPN 3000, Version 3.5 SW für"
00554,459,"P4 INTEL D875PBZLK PE4 ATX BLK Socket 47"
00554,2257,"HD DiamondMax/80GB SATA150 7200 8MB Ret "
00554,2402,"""LCD Display 19"""" Sony HX93B 75KHz black 1"""""""
00152,902,"SW Norton Internet Security 2004, dt. V7.0, 10112934-GE"
00152,274,"VGA AGP_128MB Asus V9520MAGIC/T/P/ FX5 C"
00152,348,"SW Symantec pcAnywhere Host+Remote 11.0 dt. W32, Symantec 10092985-GE"
00152,2122,"LIG BAB R11 Open File Opt +1Yr Value Mnt GLP Brightstor Arcserve R11 Open Fi"
00152,2392,"Avirus SMB GPWR PROT. v9/DE CD 5U AntiVirus SMB GROUPWARE PROTECTION"
00699,1881,"SW Tobit DvISe Port Lizenz f. David 6.6/ /Fax-/MailWare NW/W2000/NT, DAVID"
00699,2499,"""Monitor 19"""" /47cm Philips 109B50 19 """" CRT"""""""
00518,1693,"""LCD Display 19"""" EIZO L795 digital /analo"""""""
00236,1856,"D865GRH/478 i865G ATX 4GB AGP8 FSB800 MB"
00236,1712,"HDD 36.4 GB U320 10000RPM IBM HDD 36.4 G"
00236,991,"D845GLVAL,S478,i845GL,mATX,DDR266,400 D8"
00236,1069,"Cisco 2600XM Ser IOS ENT PLUS Feature Pa Cisco 2600XM Ser IOS ENT PLUS Featu"
00236,694,"LIG BAB R11 Lotus Notes +1Yr Value Mnt GLP Brightstor Arcserve R11 Lotus N"
00716,1508,"PARHELIA-512 128MB DDR AGP8X 3XRGB 2XDVI"
00716,576,"x335 Xeon 3.06 512MB IDE nHD IBM x335 Xe"
00716,34,"ColorLaserJet2500TN A4 USB PAR Fujitsu-"
00489,1111,"VGA EAX600XT TD 128MB PCIeX16 VGA EAX600"
00489,1792,"""LCD Display 17"""" BenQ FP757 16ms TCO99 an"""""""
00489,1735,"C++Builder X Enterprise e. CD W32 C++Builder X Enterprise e. CD W32"
00489,1083,"Client Sec 2 BUSENESS PACK ES CD 25U Client Security 2.0 BUSINESS PACK E"
00489,831,"Monitorlautsprecher (PX-50XM1U-S1) f. 50"
00489,2399,"AIS9Proff.v. Inv.Serie9/8/7/6/5NLS+Subdt CUG Inventor Proffesional 9 NLS v."
00489,1405,"CUGInv.Serie6NLSv.M6PPM2000iPPdt.Folge. CUG Inventor Series 6 NLS v. Mechan"
00489,673,"LIG BAB R11 e. Clt Ag LX +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00489,976,"""LCD Display 17"""" FSC P17-1 TCO99 DVI-D 3 """""""
00189,939,"eTrust Avirus v7.1/DE CD WNT 5u eTrust Antivirus v7.1 dt. - 5 User"
00189,925,"SW Adobe Acrobat Pro 6.0 dt.CD W9.x/NT4 6.0 für WIN/ deutsch/ Vollversion/"
00189,1800,"LaserJet 9000N russische Version HP Lase"
00189,1560,"Acrobat Std. 6.0 e. CD Mac Acrobat Std 6.0 e. CD Mac/PMac V."
00683,2383,"Land Desktop 2005 engl. Legacy Master Land Desktop 2005 engl. Legacy Mast"
00683,1541,"Kleinkopierer FC120 A4, 4 S. Kleinkopier"
00683,118,"""Monitor 19"""" /47cm Iiyama LS902UT, 95Khz V"""""""
00683,580,"FSC SecureIT Suite, 10 Liz. FSC SecureIT Suite, 10 Liz. / P /"
00683,693,"SB MS Win 2000 Clients dt. 1-P. (5 Cl.) SB MS Windows 2000 Clients dt. 1-P."
00739,2583,"ColorLaserJet2550L A4 color USB P AR Las"
00739,1261,"Contribute v2/DE CD WIN 5u Contribute Win 5 pack Com. DE V2.0"
00739,1963,"SW Symantec AntiVirus Small D incl. 10 U Business Edition für Workstation N"
00803,1048,"David MX 100 Accounts 7 dt CD Win + 4p David MX 100 Accounts 7 dt CD Win +"
00803,636,"GLP eTrust Antivirus v7 dt. 100-249u +1 GLP eTrust Antivirus v7 dt. 100-249"
00803,1298,"LDT 2004 NLS Sidegrade engl. CD LDT 2004 NLS Sidegrade engl. CD Ein"
00803,1407,"MS Windows XP Pro ung. CD WXP MS Windows XP Pro ung. CD WXP"
00803,1118,"K8N NEO Plat. Sock 754 6GB AC97 S-ATA K8"
00803,613,"""Monitor 17"""" /43cm LG F700P FTR.24 96kHz T"""""""
00803,2538,"LIG BAB R11 OLO +1Yr Value Mnt GLP Brightstor Arcserve R11 Optical"
00803,2270,"FSC DeskView Lizenzpaket 1000 Liz. FSC DeskView Lizenzpaket 1000 Liz."
00183,304,"SW Lexware QuickBooks Plus 2004 8.0 dt. Lexware 06825-0014"
00183,1740,"Contribute 3.0 e. CD mlp 6er-Pack Contribute 3.0 e. CD mlp 6er-Pack"
00114,1971,"""LCD Display 19"""" NEC 1960NXi DVI-D/VGA TC"""""""
00114,1053,"Inventor Professional 9 engl.+Subscr. Inventor Professional 9 engl. Vollv"
00114,488,"CQ Aust. NW 25-User => NW 4.1 100-User CQ Aust. NW 25-User auf NW 4.1 100-"
00114,966,"Inventor Series 7 engl. CD WNT Inventor Series 7 engl. CD WNT Voll"
00114,1225,"CAD Land Desktop 2004 NLS dt. CAD Land Desktop 2004 NLS dt. Netz"
00098,2154,"JBuilder Foundation X e. CD JBuilder Foundation X e. CD Win/Lin"
00098,1581,"GLP/ARCs DRO R11/NON W32 +1Yr Val GLP Brightstor Arcserve R11 Disaste"
00098,2424,"CUG Inv.Series9v.LT2000i/02/04/05dt.Folg CUG Inv.Series 9 NLS v. LT dt. von"
00501,973,"SW AutoCAD LT 2005 DE CD WNT AutoCAD LT 2005 dt. CD WNT für Eins"
00501,2014,"Backup Exec 9.1 W2NT SAN Shared Storage Backup Exec SAN SSO v9.1/Multilingu"
00501,702,"Land DesktopDesktop 2004 engl. CD Land Development Desktop 2004 engl."
00501,2007,"Photoleiterkit/AcuLaser C8500/PS EPSON P"
00501,611,"Cisco 800 Series IOS IP/IPX PLUS SW Cisco 800 Series IOS IP/IPX PLUS Fe"
00176,330,"MS Windows XP Home Ed. dt. SP2 CD WXP MS Windows XP Home Ed. dt. SP2 CD W"
00176,1899,"CUGMap2005NLSv.A.2000i/02/04/05dt.+Subs. CUG Map2005 NLS v. AutoCAD 2000i/20"
00176,1593,"Lasejet Color 4600N 96MB 16S 600dpi A4 6"
00176,363,"Cisco 3660 Ser IOS ENT/FW/IDS IPSECIPSEC Cisco 3660 Ser IOS ENT/FW/IDS PLUS"
00176,1407,"MS Windows XP Pro ung. CD WXP MS Windows XP Pro ung. CD WXP"
00542,2199,"Cisco PIX Software onetime Upgrade Cisco PIX Software onetime Upgrade"
00542,1405,"CUGInv.Serie6NLSv.M6PPM2000iPPdt.Folge. CUG Inventor Series 6 NLS v. Mechan"
00248,68,"Lexware Toolbox 2.0 2004 Minijobs dt CD Lexware Toolbox 2.0 2004 Minijobs d"
00248,2593,"HDD 120GB SATA8.9MS 7200RPM 2MB RETAIL N"
00248,617,"SW Lexware QuickOffice DELUXE 2005 3.0 2005/ deutsch/ Vollversion/ Format:"
00248,1683,"x345 Xeon 2.67 512 MB n. HDD CD ETH IBM "
00248,2247,"Mac OS X Server 10.3/DE CD Mac unl. Mac OS X Server 10.3 Panther CD Mac"
00392,1551,"FSC DeskView Lizenzpaket, 10 Liz. FSC DeskView Lizenzpaket, 10 Liz."
00392,1539,"Cisco 2600XM Ser IOS IP/IPX/APPLETALK PL Cisco 2600XM Ser IOS IP/IPX/APPLETA"
00392,2490,"VGA Matrox G200 Multi-Monitor PCI VGA Ma"
00507,2660,"Cisco IOS ENHANCED L3 SW C4000 SUP 3/4 Cisco IOS ENHANCED L3 SW C4000 SUP"
00507,1379,"Lexmark Optra Forms Director (V1.0) Lexmark Optra Forms Director (V1.0)"
00360,541,"XEON/S604 INTEL E7505VB2, 2xPEX MPGA, SV"
00360,2223,"Cisco 2600 Ser IOS IP PLUS Cisco 2600 Serie IOS IP PLUS Featur"
00250,1597,"ADT SUBSKRIPTION dt (1Jahr) ADT SUBSKRIPTION 1 Jahr dt. Wartung"
00250,215,"RADEON RX600XT-TD128 128MB DDR PCI16X -E"
00250,1187,"Laserjet1015 A4 USB Fujitsu-Siemens "
00250,1982,"AntiVirus Small Busines v9 IT CD 10U Win AntiVirus SMB 9.0 IT.CD 10USER"
00250,2243,"Cisco 3600 Enterprise Plus IPSEC 56 FP Cisco 3600 Enterprise Plus IPSEC 56"
00250,1993,"Cisco 3660 IOS IP PLus Feature Pack Cisco 3660 IOS IP PLus Feature Pack"
00244,381,"""E70f+SB 17"""" FST-NF.25 72kHz TCO99 OSD E70"""""""
00244,592,"""E72f+sb/17"""" Fls .25 72kHz TCO99ilv blk E"""""""
00244,286,"Backup Exec 9.1 W2NT SBS LEO Backup Exec SBS Library Expansion O"
00669,502,"Cisco 3640 Series IOS IP/IPX/AT/DEC PLUS Cisco 3640 Series IOS IP/IPX/AT/DEC"
00669,351,"LIG BAB R11 Avirus Bundle +1Yr EnterpMnt GLP Brightstor Arcserve R11 Avirus"
00669,310,"VGA G200 MultiMonitor Quad 32MB PCI VGA "
00669,180,"IBM ImageUltra 10K Replications IBM ImageUltra 10K Replications"
00669,1479,"Novell SuSE Linux Pers. 9.1 e. CD Novell SuSE Linux Personal 9.1 e. C"
00669,2652,"SW Norton pcAnywhere Host 11.0 dt. W32 CD, Symantec 10092992-GE"
00669,1724,"Architectural Desktop 3.3 franz. CD Architectural Desktop 3.3 franz. CD"
00669,1003,"HD/80GB SATA 7200rpm f xSeries HD/80GB S"
00040,548,"VGA 32MB Millennium G550 DH Ret. Retail,"
00040,199,"Cisco PIX 515E, License UPG von R auf UR Cisco PIX 515E, License UPG von Res"
00040,128,"FSC RemoteView Service Board FSC RemoteView Service Board TX150"
00702,859,"SO-939 ASUS A8V Deluxe wifiG S/G VIA K8T"
00702,473,"875P Neo-FISR ATX S478 AGP8x FSB800 MB 8"
00702,2153,"AutoCADSUBSKRIPTION dt (3Jahre) AutoCAD SUBSKRIPTION dt. Wartungsve"
00702,2566,"Flash MX 2004 Pro/GE CD CrPf Flash MX 2004 DE Prof.Com. GR/ 200"
00783,2172,"LaserJet1300 A4 USB PAR Fujitsu-Siemens"
00783,747,"SW Adobe Photoshop CS 8.0 dt. CD Mac Photoshop CS 8.0/ deutsch/ Vollvers"
00783,40,"CORELDRAW 12 DT. CD WIN GRAPHIC Suit CORELDRAW 12 DT. CD WIN GRAPHIC Sui"
00783,1461,"HD DiamondMax/120GB U133 7200rpm Ret 8MB"
00783,606,"AutoCAD 2005 engl. CD NLS Server AutoCAD 2005 engl. CD NLS Server-Ne"
00574,150,"Inventor Series 6 Server NLS AIS dt. Inventor Series 6 Server NLS AIS dt"
00574,386,"""LCD Display 17"""" V7 NF-1700MAFS 16ms anal"""""""
00574,543,"C#Builder Architect 1.0 e. CD W32 C#Builder Architect 1.0 e. CD W32"
00574,615,"FrameMaker 7.1 dt. CD Unix FrameMaker 7.1 dt. CD Unix 7.1/ de"
00574,2536,"""LCD Display 15"""" Acer AL1511b schwarz TCO"""""""
00574,1667,"SW MS Visual Basic.NET Std. 2003 dt. CD Microsoft 046-00869"
00341,278,"Inv.Series 7 NLS Sidegrade dt.CD Inv.Series 7 NLS Sidegrade dt. Wech"
00341,654,"David Corporate Sub V8 dt mlp 5u, 1p David Corporate Sub 8 dt mlp 5u, 1p"
00341,2290,"LI BrSt ASCSrv BU v9 ClAg Lin/CoUp Mnt1Y BrightStor ARCserve Backup v9 Clien"
00341,507,"HV Mechsoft f. AIS 6 opti+DBLink dt. HV Mechsoft f. AIS 6 opti+DBLink dt"
00116,2054,"Cisco 828 Series IOS IP/FW PLUS 3DES Cisco 828 Series IOS IP/FW PLUS 3DE"
00165,949,"Inventor Series 8 engl. CD WNT Inventor Series 8 engl. CD WNT Voll"
00165,2648,"GLP eTrust Antivirus v7 dt. über 750u +2 GLP eTrust Antivirus v7 dt. über 75"
00548,1163,"LaserBase MF5650 Laserdrucker, CANON Las"
00548,2410,"TOP x345 Xeon 2.8 2x512MB nHDD RACK IBM "
00548,2507,"SW SYMANTEC Gateway Security 2.0 5420 50 Node Base Lic + Gold Maint 1yr (Act"
00548,2060,"Land Desktop 2004 engl. Legacy Land Desktop 2004 engl. Legacy (für"
00548,1992,"P4 Intel_S845WD1E PE4 ATX FSB533 SVR, In"
00442,1143,"Lexware Zusatzlizenz für PRO-Line 2u 2er Lizenz pro-Reihe 1.0 dt. Win Ne"
00442,321,"""LCD Display 17"""" Samsung SM172X 12ms 80kH"""""""
00442,2325,"Land Desktop 3 NLS dt. CD Land Desktop 3 Add. Lic. NLS dt. CD"
00442,2642,"Borland C++ Builder Ent. 6.0 e. CD W32 Borland C++ Builder 6.0 Ent. e. CD"
00727,1377,"""LCD Display 19"""" Viewsonic VG910B .294 2 """""""
00727,747,"SW Adobe Photoshop CS 8.0 dt. CD Mac Photoshop CS 8.0/ deutsch/ Vollvers"
00727,1396,"Cisco 2600XM Ser IOS IP PLUS Feature Pac Cisco 2600XM Ser IOS IP PLUS Featur"
00169,1397,"""SW Autodesk VOLO VIEW R3 EN; WIN-32, Autodesk 19803-091408-9"""""""
00169,878,"SW MS WORKS 7.0 D (3-er Pack) 3er Pack, Vom Umtausch ausgeschloss"
00106,1697,"AntiVirus v9 SMB/GPWR Prot. IT CD 5U AntiVirus SMB GROUPWARE PROTECTION"
00106,405,"SW AVM UP KEN!/KEN!DSL v1/2 auf KEN! 3 AVM 20001516"
00106,1493,"CUG Mechan.2005 v.ACAD2000iNLSdt.Master CUG Mechanical 2005 v. AutoCAD 2000"
00106,1382,"AutoCAD LT 2005 span. CD WNT AutoCAD LT 2005 span. CD WNT Vollve"
00106,2654,"CUG Archit. Desktop2004 NLSv.LTdt.Master ADT 2004 CrossUG NLS von LT dt. CD"
00788,247,"Cisco 1700 IOS IP Cisco 1700 IOS IP"
00788,456,"VGA G200 Multi Monitor,Dual PCI, 16MB VG"
00788,2195,"MS Windows 2000 Pro holl. CD MS Windows 2000 Pro holl. CD"
00788,1901,"""DIamond Plus 230SB 22"""" DTR-NF.24 TCO03 DI"""""""
00788,1173,"SW FLASH MX V6.0 WIN GR WIN-32 MACROMEDIA FLW060G000"
00459,103,"""LCD Display 18.1"""" Philips 180B2S für ans"""""""
00459,536,"Acrobat Std 6.0 it. CD Win Acrobat Std 6.0 it. CD Win"
00459,556,"SW Quicken 2005 12.0 dt CD Quicken 12.0 2005 dt. CD Einzelplat"
00459,2088,"Cisco Secure ACS 3.2 Solution, HW+SW Cisco Secure ACS 3.2 Solution, incl"
00459,797,"SW Lexware Financial Off PRO 2004 4 dt C Lexware Financial Office PRO 4.0 20"
00459,207,"CAD UG LDT 2005 NLS v. LDT 3 eng. Master CAD UG LDT 2005 NLS v. LDT 3 eng. M"
00204,2512,"P4PE2-X i845PE FSB800 S478, AGP"
00204,1145,"Avirus Multi Prot SB R4/EN CD W32 10u AntiVirus SMB MULTI Tier Protection"
00444,132,"VGA V9999GE TD 256MB/AGP 8X 1xDVI 2xVG V"
00444,1198,"""LCD Display 17"""" HP L1730A ANA/DIG TCO99 """""""
00444,180,"IBM ImageUltra 10K Replications IBM ImageUltra 10K Replications"
00678,1312,"ColorLaserJet4650N A4 color USB P AR NIC"
00678,1904,"Grand Central Pro 3.1 dt Mac Grand Central Pro v3 dt Mac"
00678,143,"SW DriveImage 7.0 dt. CD WXP/2000 Fehler behebung, Backups und Systemaktuali"
00678,2410,"TOP x345 Xeon 2.8 2x512MB nHDD RACK IBM "
00678,1427,"BrightStor ARCsvr R11.1 W2NT e. Informix BrightStor ARCserve R11 W2NT e. Inf"
00678,1728,"LaserJet4300N A4 PAR Fujitsu-Siemens "
00678,2407,"SO-A Asus A7V600-X, ViaKT600 VT8237, ATX"
00678,1385,"Lasejet 4200 48MB 33S 1200dpi A4 dt. Las"
00678,1039,"LIG BAB R11 Oracle Ag +1Yr Value Mnt GLP Brightstor Arcserve R11 Oracle"
00218,331,"EPL-N205x Briefumschlagzufuhr EPSON EPL-"
00218,1694,"Lasejet 9000DN 64MB 50S 600dpi A3 Laseje"
00218,1808,"MS Small Bus. Svr User CAL 2003 dt. 5MLP MS Small Bus. Svr User CAL 2003 dt."
00218,1188,"HP AutoStore 2000 f. HP9100 50er Lizenz HP AutoStore 2000 f. HP9100 50er Li"
00218,1418,"Cisco 2600 ENT/FW/IDS PLUS IPSEC 3DES SW Cisco 2600 Ser IOS ENT/FW/IDS PLUS"
00218,1159,"GLP UP eTrust Antivirus v7 dt. >750u +2 GLP UP eTrust Antivirus v7 dt."
00218,1711,"LaserJet1300 A4 USB PAR 110V Fujitsu-Si"
00218,1472,"""LCD Display 17"""" Belinea 101705 Audio TCO"""""""
00366,2175,"MS Win Svr for SB User CAL 2003 dt. 5MLP MS Win Svr for SB User CAL 2003 dt."
00366,1625,"GLP BrightStor ARCs v9 NW dt. TLO +1 GLP BrightStor ARCs v9 NW dt. TLO"
00366,377,"D915PBLL/LGA775 ATX DDR2 LAN MB D915PBLL"
00275,2412,"CISCO 831 Series IOS IP/FW/PLUS 3DES CISCO 831 Series IOS IP/FW/PLUS 3DE"
00275,2621,"Care Pack LaserJet 8xxxMFP 3J 13x5x4 HP "
00286,1911,"SW Corel Ventura 10.0 e. UP englisch CD W32, Corel CV10UGINT0 englisch/"
00286,159,"HD Atlas 10K V/147GB U320 80pin 10krpm H"
00489,863,"Crystal Reports Adv Dev CSS 10 e CD Win Crystal Reports Adv Dev CSS 10 e CD"
00489,339,"GLP UP eTrust Antivirus v7 dt. -749u +2 GLP UP eTrust Antivirus v7 dt. -749"
00671,2536,"""LCD Display 15"""" Acer AL1511b schwarz TCO"""""""
00671,992,"HP EFI Software RIP für Designjet 130 HP EFI Software RIP für Designjet 1"
00671,673,"LIG BAB R11 e. Clt Ag LX +3Yr EnterprMnt GLP Brightstor Arcserve R11 e. Clie"
00671,973,"SW AutoCAD LT 2005 DE CD WNT AutoCAD LT 2005 dt. CD WNT für Eins"
00671,2474,"""LCD Display 18"""" FSC P18-1 TFT an+dig 1 2"""""""
00671,1131,"GLP eTrust Antivirus v7 dt. über 750u +1 GLP eTrust Antivirus v7 dt. über 75"
00671,1790,"Care Pack LaserJet 5500,8550 3J NBD HP C"
00200,269,"Cisco 820 IOS IP/FW PLUS IPSEC 3DES SW Cisco 820 IOS IP/Firewall PLUS IPSE"
00200,65,"x255 Xeon 2.7 1GB nHD CD LAN IBM x255 Xe"
00200,631,"""Monitor 19"""" /47cm iiyama MM904UT NF-Diamo"""""""
00200,247,"Cisco 1700 IOS IP Cisco 1700 IOS IP"
00710,898,"InterBase 7.x W32 e. 10 Sim. User InterBase 7.x f. Win e. 10 User Sim"
00710,1782,"LIG BAB R11 OF Opt+2Yr Enterpr Mnt GLP Brightstor Arcserve R11 Open Fi"
00710,168,"AcuLaser C1900D 96MB 16ppm A4 EPSON AcuL"
00377,794,"Client Security v2 Business Pk/DE CD 10u Client Seccrity 2.0 BUSERSINESS PAC"
00377,639,"Architectural Desktop NLSSidegradeGebühr ADT NLS Sidegrade-Gebühr Update von"
00377,566,"CUG Arch.Desktop 3.3 NLS v.LTdt.Folgel. ADT 3.3 CrossUG NLS von LT dt. CD"
00377,1228,"915G Combo-FR PCI Ex 2GB DDR2 MB 915G Co"
00377,107,"""Monitor 17"""" /43cm IBM TOP C170 17"""" 85kHz """""""
00377,1302,"MS Windows XP Pro dän. CD MS Windows XP Pro dä. CD"
00470,823,"SW Adobe ATM Deluxe 4.6 multi +ATR2.6 C m. ATR Delux2.6, AcrobatReader4, 15"
00470,2621,"Care Pack LaserJet 8xxxMFP 3J 13x5x4 HP "
00470,1760,"ColorLaserJet3500N A4 PAR Fujitsu-Sieme"
00470,2675,"VGA 128MB FX5700 Asus V9570/TD GF DDR AG"
00470,1444,"Client Sec 2 GPWR Prot. B.Pack EN CD 5U Client Security 2.0 BUSINESS PACK G"
00470,1831,"Client Security SMB 1.1 e. 5U CD W32 Client Security SMB 1.1 e. 5U CD W3"
00470,1413,"BrightStor ARCsExch R11.1/NON CD W2NT BrightStor ARCserve R11 W2NT MS Exc"
00372,1999,"GLP UP eTrust Antivirus v7 dt. -749u +3 GLP UP eTrust Antivirus v7 dt. -749"
00417,1607,"eLearning Suite v7/EN CD CrPf eLearning Suite Com. v 7.0 EN"
00417,1637,"SW Backup Exec 9.1 Server W2NT Full Pack Produkt, Deutsch: Veritas# E110918"
00417,488,"CQ Aust. NW 25-User => NW 4.1 100-User CQ Aust. NW 25-User auf NW 4.1 100-"
00417,2555,"A9600XT/TD/128 RADEON 9600XT 128 MB/ Spe"
00500,1718,"AutoCAD LT Bibl. Organisation/Planungdt. CAD LT /Autosketch Bibliothek Organ"
00500,412,"HP Red Hat Enterprise Linux AS HP Red Hat Enterprise Linux AS"
00500,368,"Cisco 1700 IP/ Firewall Feature Pack Cisco 1700 IP/ Firewall Feature Pac"
00500,731,"Envision 8 dt. CD dt. Envision 8 dt. CD Nachfogler vom On"
00500,2645,"BrightStor ARCserve v9 LX e. TLO BrightStor ARCserve v9 Linux e. Tap"
00500,490,"SW Tobit Info Center PDA Synchronisation dt. NW/W 32, pro Client , Tobit 829"
00500,1242,"CodeWright 7.5 e. CD Win CodeWright 7.5 e. CD Win Single Use"
00035,2148,"""LCD Display 17"""" Neovo F-417 weiß 17 """"/ a"""""""
00035,917,"SW Norton Ghost 2003 8.0 e. CD W32 5User 5 User SMLP/ 8.0/ englisch/ Vollver"
00035,153,"Client Sec 2 BUSENESS PACK EN CD 25U Client Security 2.0 BUSINESS PACK E"
00164,152,"SW AutoSketch 8.0 dt. CD WNT/98/2000/XP CAD, Autodesk 00308-121408-9000"
00164,2131,"Adobe PSE 2.0 + PSA 2.0 e. CD Win Res Photoshop Elements 2.0 + Photoshop"
00164,1489,"SO-A Eliteg. 741GX-M v.1.0 SIS741 Sockel"
00164,2144,"""LCD Display 19"""" Acer AL1931 ANAL/DIGIT 1"""""""
00546,2656,"GF FX6800U-T2D256 256MB 256 MB/ Speicher"
00546,2165,"AutoCADSUBSKRIPTION dt (2Jahre) AutoCAD SUBSKRIPTION dt. Wartungsve"
00546,110,"FSC Office 2003 Basic, BIOS locked (D) FSC Office 2003 Basic, BIOS locked"
00708,162,"Backup Exec 9.1 NW Remote Ag NW 3er Backup Exec 9.1 NW Remote Ag NW 3er"
00708,1985,"EPL-N27xx/PS Grossraumpapierbeh. EPSON E"
00448,1485,"D865PCDL,S478,i865P,mATX ,DDR MB D865PCD"
00448,1880,"AntiVirus SMB v9 PL CD 25U AntiVirus SMB 9.0 PL.CD 25USER"
00448,2137,"Cisco 3660 Ser IOS IP Feature Pack Cisco 3660 Ser IOS IP Feature Pack"
00448,2414,"BrightStor ARCserveR11.1 CltAg e. MAC OS BrightStor ARCserve R11 Clt AG e. M"
00448,1563,"Acrobat Capture 3.0 mll CD Win DNGRP 20K Acrobat Capture 3.0 e CD multi DNGR"
00448,2621,"Care Pack LaserJet 8xxxMFP 3J 13x5x4 HP "
00448,1268,"""Monitor 19"""" /47cm AOC 9G+ , 98KHz TCO03 0"""""""
00184,270,"AntiVirus Multi-Tier Prot SMB 8.6 e. 50U Symantec AntiVirus Multi-Tier Prote"
00184,1871,"GLP UP BrightStor ARCs v9 NW dt. GrpW +1 GLP UP BrightStor ARCs v9 NW dt. Gr"
00735,2447,"Catalyst 6000 SUP2/MSFC2 IOS DESKT W/VIP Catalyst 6000 SUP2/MSFC2 IOS DESKT"
00735,333,"GF FX5200 PERSONAL CINEMA 128MB DDR AGP8"
00316,922,"eTrust Avirus v7.1/DE CD WNT 25u eTrust Antivirus v7.1 dt. - 25 User"
